device_brand,os,screen_size,X4g,X5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_new_price,normalized_used_price
Lenovo,Android,25.43,yes,no,8,8,16,2,8400,655,2016,691,5.191233144,5.056182109
LG,Android,16.59,yes,no,5,16,64,4,4000,196.5,2020,273,5.601491318,4.879082894
LG,Android,15.44,yes,no,5,13,64,3,4000,219,2020,349,5.299466706,4.350148896
LG,Others,5.28,yes,no,2,13,8,1,1470,127,2020,343,5.015689168,3.875566468
LG,Android,15.44,yes,yes,5,10,128,8,5000,218,2020,352,6.768240306,4.734442522
LG,Android,15.44,yes,yes,5,10,128,8,5000,213,2020,142,6.55079458,5.476463552
LG,Android,15.37,yes,no,5,13,32,3,4000,196.5,2020,92,5.481430277,4.636959508
LG,Android,14.5,yes,no,8,8,32,3,3450,170,2020,166,4.870683334,4.230767603
LG,Android,25.43,yes,no,8,5,32,4,8200,498,2019,329,5.82953368,4.709620287
LG,Android,15.34,yes,yes,8,32,256,8,4000,192,2019,383,7.003174544,5.467680322
LG,Android,15.34,yes,no,8,16,64,4,4000,198,2019,443,5.766225051,4.696928611
LG,Android,13.84,yes,no,8,5,16,2,3000,148,2019,257,4.944353031,4.255328982
LG,Android,13.84,yes,no,8,5,16,1,3000,152,2019,380,4.606369467,4.08933202
LG,Android,15.27,yes,no,8,13,32,2,3500,186,2019,255,5.082211493,4.64352514
LG,Android,15.37,yes,no,8,13,32,3,4000,194,2019,512,5.304299438,4.550608398
LG,Android,15.8,yes,no,8,16,64,4,4050,172,2019,223,5.248023572,4.461877016
LG,Android,15.9,yes,no,8,16,32,3,4000,175,2019,200,4.864607093,4.582310892
LG,Android,15.72,yes,no,8,8,32,3,4000,164,2019,210,4.694645192,4.373994463
LG,Android,15.29,yes,no,13,5,32,3,3500,179,2019,216,5.300415165,4.517649588
LG,Android,15.29,yes,no,16,5,64,4,3300,172,2018,724,5.704049106,4.887940214
LG,Android,12.83,yes,no,13,5,16,2,4500,171,2018,628,5.191066176,4.358630057
LG,Android,7.62,no,no,2,1.3,4,0.5,1540,140.45,2014,750,3.925925911,3.027715319
Micromax,Android,10.16,no,no,2,0.3,0.5,0.25,1500,146.5,2014,1016,3.926714554,3.043569603
Micromax,Android,7.75,no,no,0.3,0.3,0.5,0.25,1500,89,2014,956,3.664842876,2.386926241
Micromax,Android,10.03,no,no,2,0.3,0.2,0.25,2000,85,2013,680,4.244630641,2.856470206
Micromax,Android,10.16,no,no,2,0.3,16,4,2000,89,2013,733,4.094844437,3.108614431
Micromax,Android,7.75,no,no,0.3,0.3,16,4,2000,89,2013,1029,3.884240624,2.989714201
Nokia,Android,16.56,yes,no,0.3,8,64,3,4000,200,2020,310,5.004885462,4.186011751
Nokia,Android,13.84,yes,no,0.3,5,16,2,3000,180,2020,193,4.100160948,3.616308761
Nokia,Android,13.84,yes,no,0.3,5,16,2,3000,180,2020,356,4.591983624,4.055430469
Nokia,Others,5.18,no,no,0.3,0,0.1,0.03,1020,90.5,2020,272,3.399863159,2.910174385
Nokia,Android,17.3,yes,yes,0.3,24,64,6,4500,220,2020,284,6.216845593,5.314043067
Nokia,Others,5.18,no,no,0.3,0,0.06,0.02,1200,88.2,2020,266,3.699077279,3.370738174
Oppo,Android,15.34,yes,yes,8,32,128,8,4025,181,2019,397,6.088023946,4.868380247
Oppo,Android,15.37,yes,no,8,8,128,4,4230,180,2019,411,5.01588814,4.57037168
Oppo,Android,15.34,yes,no,8,25,128,6,3600,169.5,2019,276,5.632572862,4.936199063
Oppo,Android,15.34,yes,no,8,32,128,4,4035,186,2019,205,5.800667172,4.94178527
Oppo,Android,16.59,yes,no,8,16,128,6,4020,190,2019,321,5.556287375,4.656718448
Oppo,Android,15.39,yes,yes,8,16,256,8,4065,215,2019,392,6.780830585,5.295613715
Oppo,Android,15.27,yes,no,8,5,32,2,4000,170,2019,296,4.605670061,4.322011202
Oppo,Android,15.29,yes,no,13,8,32,3,4230,168,2018,664,5.437252881,4.457713717
Oppo,Android,10.29,yes,no,8,5,8,1,2000,135,2015,1076,5.009968405,4.02463715
Others,Android,16.43,yes,yes,8,20,128,6,4000,171,2019,317,6.803360963,5.570212986
Samsung,Android,20.32,yes,no,5,2,16,1.5,4200,313,2015,909,5.348202169,4.32611744
Others,Android,15.34,yes,no,2,8,256,8,3130,141,2020,135,6.508292123,4.915665057
Others,Android,12.93,yes,no,8,8,64,4,3090,173,2019,523,5.34563025,4.180522258
Others,Android,16.59,yes,yes,2,16,128,6,4500,210,2020,234,5.985371019,5.020849617
Others,Android,16.59,yes,no,8,24,128,6,3820,192,2019,414,5.802239214,5.036303041
Others,Android,17.78,yes,no,2,16,64,4,6000,220,2020,135,4.80557721,4.378896742
Others,Android,15.39,yes,no,2,8,32,2,5000,206.5,2020,153,4.791151704,4.084294226
Others,Android,15.39,yes,no,2,16,128,6,4000,203,2020,125,5.393172898,4.919469846
Others,Android,12.83,yes,no,2,5,16,2,2700,153,2020,123,4.246493239,3.629394807
Others,Android,12.7,yes,no,2,5,32,4,4000,234,2020,220,4.699388861,3.974809994
Others,Android,12.7,yes,no,13,5,16,2,4000,234,2020,173,4.382276603,4.29374172
Others,Android,15.42,yes,no,12,16,128,8,5000,159,2018,413,5.700042155,5.175471537
Vivo,Android,16.36,yes,yes,13,32,128,8,4350,196.5,2019,279,6.04545545,5.288014474
Vivo,Android,16.21,yes,no,13,16,128,8,4500,198.5,2019,212,5.79331844,4.770599875
Vivo,Android,16.59,yes,no,13,16,128,8,5000,193,2019,188,5.435249221,5.064302435
Vivo,Android,16.21,yes,no,13,32,128,8,4500,186.7,2019,264,5.801816215,5.104732617
Vivo,Android,16.13,yes,no,13,8,64,3,5000,191.5,2019,230,4.886809035,4.417755682
Vivo,Android,16.21,yes,no,13,16,64,6,4500,198.5,2019,259,5.55971963,4.601664047
Vivo,Android,16.13,yes,no,13,8,64,4,5000,190,2019,349,4.941928096,4.59360355
Vivo,Android,16.13,yes,no,13,16,128,4,5000,190.5,2019,500,5.245812813,4.907346705
Vivo,Android,17.5,yes,yes,13,16,256,8,4500,218.5,2019,288,6.594864794,4.94071342
Vivo,Android,17.5,yes,no,13,16,128,8,4500,217.3,2019,391,6.461014949,5.278471738
Vivo,Android,16.28,yes,yes,13,12,128,8,4500,217,2019,204,6.215967174,4.911109575
Vivo,Android,16.28,yes,no,13,12,128,8,4500,215,2019,293,6.015376367,5.144350003
Vivo,Android,15.8,yes,no,8,5,16,2,4030,163.5,2019,456,4.485598051,3.966132331
Vivo,Android,16.21,yes,no,13,32,128,6,4500,179,2019,224,5.635896134,5.206859756
Vivo,Android,16.21,yes,no,13,12,64,6,4500,198.5,2019,451,5.523458921,4.735671994
Vivo,Android,16.59,yes,no,13,16,64,4,5000,204.1,2019,338,5.304746654,4.956108708
Vivo,Android,16.23,yes,no,13,16,128,6,3700,185,2019,455,5.736217396,4.755829062
Vivo,Android,15.9,yes,no,13,16,64,4,3260,150,2019,431,5.071291288,4.614625345
Vivo,Android,16.13,yes,no,13,20,128,4,5000,190.5,2019,334,5.440511132,4.761831996
Vivo,Android,16.59,yes,no,13,16,128,6,3940,189.5,2019,415,5.561604282,5.116315759
Vivo,Android,15.8,yes,no,13,5,16,2,4030,163.5,2019,266,4.607966273,4.382151627
Vivo,Android,10.29,no,no,5,2,4,0.5,1900,130,2013,931,4.6998438,3.379292546
Others,Android,12.93,yes,no,8,8,32,3,3400,145,2019,407,5.199380619,4.421487704
Others,Android,14.4,yes,no,13,8,16,2,2920,160,2019,233,5.013098924,4.523526197
Others,Android,15.21,yes,no,8,5,16,2,4000,185,2019,423,4.405498991,4.131800899
Others,Android,15.32,yes,no,8,16,128,6,4000,184,2019,470,5.52589109,4.857950206
Others,Android,15.9,yes,no,8,8,64,3,4000,178,2019,280,5.196616812,4.33781348
Xiaomi,Android,20.12,yes,yes,12,20,512,12,4050,241,2019,478,7.823341763,6.619433002
Xiaomi,Android,16.23,yes,no,12,20,128,8,4000,196,2019,382,6.211302641,5.360587692
Xiaomi,Android,16.23,yes,no,12,16,128,8,4000,191,2019,374,6.107267847,5.192289962
Xiaomi,Android,15.27,yes,no,12,32,64,4,4030,173.8,2019,396,5.129188404,4.792396362
Xiaomi,Android,16.23,yes,no,12,32,64,6,4030,179,2019,406,5.56819182,4.886280713
Xiaomi,Android,15.32,yes,no,12,13,32,3,4000,186,2019,338,4.939282497,4.687395126
ZTE,Android,15.24,yes,no,14.5,8,32,3,4000,160,2019,386,4.493232533,4.272211769
ZTE,Android,15.47,yes,no,16,5,32,3,3200,165,2019,325,4.485936098,4.408059812
ZTE,Android,15.32,yes,no,14.5,16,64,3,3200,165,2019,347,5.080658745,4.498697941
ZTE,Android,16.48,yes,no,14.5,8,128,4,5000,190,2019,343,4.872292344,4.57316339
ZTE,Android,16.89,yes,no,48,16,128,8,5000,215,2019,336,6.708779812,5.668051665
ZTE,Android,16.31,yes,no,14.5,8,128,6,4000,186,2019,330,6.312478634,5.243913978
ZTE,Android,13.84,yes,no,13,8,16,2,2600,157,2019,474,4.383650316,4.297421451
ZTE,Android,12.7,yes,no,8,5,16,1,2000,144,2019,349,4.120986493,3.803992261
ZTE,Android,12.7,no,no,8,5,16,1,2000,144,2019,385,4.102643365,3.931433399
ZTE,Android,16.89,yes,no,48,16,64,6,5000,215,2019,506,6.217723241,5.263725922
ZTE,Android,16.43,yes,no,14.5,20,128,6,4000,175,2019,333,6.15296671,5.029718709
ZTE,Android,13.84,yes,no,13,8,16,2,3200,135,2018,595,5.002468705,4.450152464
ZTE,Android,15.27,yes,no,16,5,32,2,3200,146,2019,420,4.412192049,4.339249605
Honor,Android,14.5,yes,no,13,5,64,3,3020,146,2020,138,4.695467824,4.466367783
Honor,Android,17.3,yes,yes,13,16,128,8,4300,213,2020,268,5.520660598,5.051905188
Honor,Android,16.69,yes,yes,13,8,128,8,4200,213,2020,195,5.884157694,5.018008048
Honor,Android,25.5,yes,yes,13,8,64,6,7250,480,2020,272,5.634075062,4.903346996
Honor,Android,15.32,yes,no,13,8,64,3,5000,185,2020,346,4.943355241,4.477791257
Honor,Android,16.23,yes,no,13,8,64,4,4000,176,2020,362,5.076423035,4.466597536
Honor,Android,13.84,yes,no,8,5,32,2,3020,144,2020,355,4.507116246,3.961574784
Honor,Android,15.77,yes,no,13,8,64,4,3400,164,2020,202,5.202852175,4.776093698
Honor,Android,15.32,yes,no,13,16,128,6,4000,165,2020,310,5.297717186,4.803775113
Honor,Android,16.23,yes,no,13,8,128,6,4000,176,2020,141,5.067456614,4.831747834
Honor,Android,15.47,yes,no,13,8,64,3,3020,150,2020,228,4.689695141,4.476199805
Honor,Android,15.32,yes,no,13,8,64,4,5000,185,2020,213,4.781892764,4.609859175
Honor,Android,16.69,yes,yes,13,16,128,8,4100,206,2019,504,6.211262508,5.17252736
Honor,Android,15.32,yes,no,13,16,64,4,4000,171.5,2019,371,5.391352233,4.797194518
Honor,Android,14.5,yes,no,13,5,32,2,3020,146,2019,201,4.49635928,4.220095768
Honor,Android,16.23,yes,no,13,8,64,4,4000,176,2019,354,4.86753445,4.415944853
Honor,Android,15.9,yes,no,13,32,128,6,3750,172,2019,311,5.515845179,5.180209278
Honor,Android,16.74,yes,no,13,16,64,4,4000,206,2019,524,5.188167623,4.679349584
Honor,Android,14.5,yes,no,13,5,32,2,3020,146,2019,388,4.793059547,4.055776969
Honor,Android,25.43,yes,no,5,2,32,3,5100,173,2019,234,5.523937848,4.53999146
Honor,Android,20.32,yes,no,8,8,32,3,5100,173,2019,251,5.296114943,4.294560609
Others,Android,20.32,no,no,8,0.3,16,1,5680,453.6,2013,1048,5.488152294,4.899852698
HTC,Android,15.29,yes,no,13,16,32,3,3850,170,2019,194,5.185652461,4.829033478
HTC,Android,12.88,yes,no,13,13,64,4,3075,150,2019,385,5.392080896,4.860277413
HTC,Android,15.29,yes,no,13,8,32,3,3300,160,2019,323,5.009100784,4.388008706
HTC,Android,15.24,yes,no,13,14.5,128,6,3930,180,2019,489,6.033589692,4.633951987
HTC,Android,15.29,yes,no,13,16,64,4,3850,170,2019,392,5.641694282,5.041552397
Huawei,Android,15.37,yes,yes,10.5,16,128,6,4000,192,2020,204,5.522939824,4.865455368
Huawei,Android,15.37,yes,yes,10.5,16,64,6,4000,182,2020,328,5.388889065,4.971686544
Huawei,Android,15.32,yes,no,10.5,16,128,4,4000,163,2020,134,5.568535325,5.058980915
Huawei,Android,15.32,yes,no,10.5,16,128,4,4000,163,2020,127,5.48309424,4.980931815
Huawei,Android,20.32,yes,no,5,2,16,2,5100,310,2020,240,4.609460967,4.218183299
Huawei,Android,15.37,yes,yes,10.5,16,128,8,4000,189,2020,102,5.766412927,4.916690848
Huawei,Android,25.5,yes,no,8,8,64,4,7250,450,2020,305,5.521900821,5.097485547
Huawei,Android,16.71,yes,yes,10.5,16,256,8,4200,226,2020,215,7.243134061,5.49380191
Huawei,Android,16.23,yes,no,10.5,8,64,4,4000,176,2020,133,5.080161357,4.365643155
Huawei,Android,25.6,yes,yes,13,8,128,6,7250,460,2020,181,6.309245325,5.359976747
Huawei,Android,16.23,yes,no,10.5,8,64,4,4000,176,2020,202,4.942570563,4.651003602
Huawei,Android,16.74,yes,no,13,16,128,6,4000,206,2019,433,5.674010316,5.071354029
Huawei,Android,15.34,yes,no,13,16,128,8,4200,183,2019,505,5.635789104,4.99531859
Huawei,Android,25.6,yes,no,13,8,128,6,7250,460,2019,406,6.109825194,4.978869391
Huawei,Android,15.9,yes,no,13,32,64,6,4000,178,2019,351,5.299716387,5.037147389
Huawei,Android,15.32,yes,no,13,16,64,6,4000,163,2019,364,5.294660689,4.949043538
Huawei,Android,16.23,yes,no,13,8,64,4,4000,176,2019,253,5.016219672,4.403054002
Huawei,Android,16.59,yes,yes,13,16,512,12,4500,198,2019,488,7.439289002,5.995954452
Huawei,Android,16.81,yes,yes,13,16,128,6,4200,196,2019,269,6.478140911,5.530103463
Huawei,Android,16.81,yes,no,13,16,128,6,4200,196,2019,207,6.311517,5.345344072
Huawei,Android,15.9,yes,no,13,32,128,6,4000,178,2019,223,5.666841827,5.214772701
Huawei,Android,16.74,yes,no,13,16,128,4,4000,163.5,2019,181,5.242434609,4.894401058
Huawei,Android,25.6,yes,no,13,8,64,4,7500,498,2019,518,5.698970918,5.025589586
Huawei,Android,20.42,yes,no,13,8,128,6,6100,340,2019,307,5.86144128,4.943212618
Huawei,Android,20.42,yes,no,13,8,64,4,6100,320,2019,274,5.55971963,5.017147378
Huawei,Android,16.23,yes,no,13,32,128,8,3500,171,2019,520,5.969730055,5.372914505
Huawei,Android,16.23,yes,no,13,32,128,8,3500,171,2019,210,5.883935014,5.366396487
Huawei,Android,15.34,yes,no,13,24,128,6,4000,178,2019,539,5.55898789,5.180209278
Huawei,Android,15.34,yes,no,13,16,64,4,4000,178,2019,244,5.635146682,4.837313121
Huawei,Android,16.74,yes,no,13,16,64,4,4000,196.8,2019,330,5.638069931,4.861671141
Huawei,Android,10.16,no,no,5,2,16,4,1700,136.1,2014,610,4.701025672,3.959097413
Huawei,Android,17.78,no,no,3.15,0.3,8,1,4100,350,2013,835,5.012034315,4.335197047
Lava,Android,12.7,no,no,5,0.3,8,0.5,3000,147.6,2016,704,4.102478062,3.509154523
Lenovo,Android,25.43,yes,no,8,5,32,3,7000,520,2020,212,5.189171919,4.683426684
Lenovo,Android,25.43,no,no,8,5,64,4,7000,580,2019,429,5.768070965,5.053758638
Lenovo,Android,15.47,yes,no,8,5,16,2,4000,172,2019,531,4.602165677,4.145196092
Lenovo,Android,20.32,yes,no,13,5,16,2,5100,305,2019,233,5.077795376,4.515245478
Lenovo,Android,20.32,yes,no,5,2,16,2,5000,305,2019,349,4.947198388,4.390366759
Lenovo,Android,17.78,yes,no,2,2,32,1,3590,236,2019,524,4.595523809,3.806440243
Lenovo,Android,16.23,yes,no,8,16,64,6,4000,159,2019,426,5.523818137,4.447228998
Lenovo,Android,16.23,yes,yes,8,32,128,6,4000,185,2019,401,5.996626203,5.347964306
Lenovo,Android,15.32,yes,no,8,16,64,4,4050,164,2019,424,5.06594385,4.541058241
Lenovo,Android,25.43,yes,no,8,8,16,2,8400,655,2016,902,5.188335076,4.866995844
LG,Android,16.59,yes,no,5,16,64,4,4000,196.5,2020,195,5.595157377,4.739963282
LG,Android,15.44,yes,no,5,13,64,3,4000,219,2020,126,5.296916386,4.720550337
LG,Others,5.28,yes,no,2,13,8,1,1470,127,2020,202,5.021377391,3.758405517
LG,Android,15.44,yes,yes,5,10,128,8,5000,218,2020,234,6.768504706,5.412047757
LG,Android,15.44,yes,yes,5,10,128,8,5000,213,2020,248,6.550094135,4.633951987
LG,Android,15.37,yes,no,5,13,32,3,4000,196.5,2020,205,5.483218926,4.232801305
LG,Android,14.5,yes,no,8,8,32,3,3450,170,2020,196,4.862908382,4.319752215
LG,Android,25.43,yes,no,8,5,32,4,8200,498,2019,392,5.832234322,5.021970804
LG,Android,15.34,yes,yes,8,32,256,8,4000,192,2019,471,7.003347237,5.789103535
LG,Android,15.34,yes,no,8,16,64,4,4000,198,2019,517,5.772655339,4.955756633
LG,Android,13.84,yes,no,8,5,16,2,3000,148,2019,438,4.93691699,4.367800927
LG,Android,13.84,yes,no,8,5,16,1,3000,152,2019,393,4.635020208,4.043752776
LG,Android,15.27,yes,no,8,13,32,2,3500,186,2019,273,5.080285727,4.396299294
LG,Android,15.37,yes,no,8,13,32,3,4000,194,2019,344,5.301562097,4.707997496
LG,Android,15.8,yes,no,8,16,64,4,4050,172,2019,289,5.24676088,4.541484634
LG,Android,15.9,yes,no,8,16,32,3,4000,175,2019,482,4.86190324,4.48661185
LG,Android,15.72,yes,no,8,8,32,3,4000,164,2019,516,4.692539832,4.105943698
LG,Android,15.29,yes,no,13,5,32,3,3500,179,2019,463,5.297617121,4.170688129
LG,Android,15.29,yes,no,16,5,64,4,3300,172,2018,693,5.701112246,4.989411658
LG,Android,12.83,yes,no,13,5,16,2,4500,171,2018,393,5.194511198,4.539564429
LG,Android,7.62,no,no,2,1.3,4,0.5,1540,140.45,2014,965,3.931041011,3.131136911
Micromax,Android,10.16,no,no,2,0.3,0.5,0.25,1500,146.5,2014,900,3.891820298,3.118834471
Micromax,Android,7.75,no,no,0.3,0.3,0.5,0.25,1500,89,2014,757,3.686125666,1.572773928
Micromax,Android,10.03,no,no,2,0.3,0.2,0.25,2000,85,2013,652,4.268997904,3.404857342
Micromax,Android,10.16,no,no,2,0.3,16,4,2000,89,2013,1051,4.083957469,3.302481409
Micromax,Android,7.75,no,no,0.3,0.3,16,4,2000,89,2013,897,3.87036733,2.853015971
Nokia,Android,16.56,yes,no,0.3,8,64,3,4000,200,2020,296,4.996468754,4.160756328
Nokia,Android,13.84,yes,no,0.3,5,16,2,3000,180,2020,293,4.087487775,3.690627925
Nokia,Android,13.84,yes,no,0.3,5,16,2,3000,180,2020,260,4.617888958,3.988243031
Nokia,Others,5.18,no,no,0.3,0,0.06,0.03,1020,90.5,2020,322,3.386422096,2.519308077
Nokia,Others,5.18,no,no,0.3,0,0.1,0.03,1020,91.3,2020,148,3.011605623,2.564949357
Nokia,Android,17.3,yes,yes,0.3,24,64,6,4500,220,2020,127,6.214388074,4.602667056
Nokia,Others,5.18,yes,no,0.3,0,0.1,0.03,1200,86.5,2019,414,3.684620397,2.789322921
Oppo,Android,15.34,yes,yes,8,32,128,8,4025,181,2019,330,6.085250839,4.900225013
Oppo,Android,15.37,yes,no,8,8,128,4,4230,180,2019,277,5.006894974,4.514369822
Oppo,Android,15.34,yes,no,8,25,128,6,3600,169.5,2019,344,5.638141123,5.037212309
Oppo,Android,15.34,yes,no,8,32,128,4,4035,186,2019,463,5.793196518,5.093320661
Oppo,Android,16.59,yes,no,8,16,128,6,4020,190,2019,336,5.56202688,5.032266314
Oppo,Android,15.39,yes,yes,8,16,256,8,4065,215,2019,232,6.779649143,5.598384921
Oppo,Android,15.27,yes,no,8,5,32,2,4000,170,2019,282,4.61244367,4.022848561
Oppo,Android,15.29,yes,no,13,8,32,3,4230,168,2018,587,5.440337627,4.273745191
Oppo,Android,10.29,yes,no,8,5,8,1,2000,135,2015,917,4.991928067,4.09700768
Others,Android,16.43,yes,yes,8,20,128,6,4000,171,2019,486,6.803039,4.701661486
Samsung,Android,12.88,yes,no,8,5,32,3,4000,168,2020,120,4.716979861,4.151669629
Samsung,Android,12.7,yes,no,8,5,16,1,2600,154,2020,226,4.792147554,4.08142817
Samsung,Android,15.42,yes,yes,8,32,128,8,4500,185,2020,258,6.218878965,5.514194582
Samsung,Android,15.37,yes,yes,8,32,128,6,4500,187,2020,248,6.06194631,5.126282718
Samsung,Android,25.5,yes,no,8,5,64,4,7040,467,2020,310,5.935528915,5.28755971
Samsung,Android,15.29,yes,yes,8,13,128,8,4000,168.1,2020,282,6.7807284,5.678498854
Samsung,Android,25.53,yes,yes,8,8,128,6,7040,420,2020,321,6.685673664,5.083699865
Samsung,Android,12.73,yes,no,12,8,64,4,4500,256,2019,320,6.927597121,4.59036107
